120,145,190,240,290
2,2,2,2,2
2,2,2,1.685,1.37
2,2,1.67,1.33,1.03
2,1.77,1.42,1.157,0.98
1.77,1.55,1.28,1.05,0.9
1.6,1.42,1.194,0.99,0.85
1.49,1.33,1.123,0.943,0.81
1.41,1.26,1.07,0.91,0.78
1.34,1.22,1.03,0.885,0.75
1.285,1.16,0.985,0.845,0.73
1.23,1.12,0.96,0.83,0.72
1.2,1.085,0.93,0.825,0.69
1.168,1.06,0.91,0.805,0.68
1.14,1.035,0.9,0.79,0.67
1.12,1.02,0.89,0.787,0.665
1.1,1,0.88,0.785,0.663
